content,label
"This app is overall satisfying, however, recently, I am facing a problem...the alarm won't ring though it's scheduled...I would kindly appreciate if you would please look into the matter.",neutral
"1. Struggling to find where to change the alarm tone? Both system and app config been modified yet the same strange tone remained. 2. Anywhere to change preferred language? （Thanks Steve, that's exactly what I did, changed every tone/sound related item in the app setting, as I said, it did not work, probably it works for others, or it's the Oppo reno mobile issue)",neutral
This app is really good for its format styles compared to other apps. But I'm not getting the alarm reminders which i Keep . Why is it so?,neutral
"I have been researching for a while a new to-do list that would replace my Wunderlist. I finally thought I found one, this felt perfect. It was user-friendly, colorful, allowed for notifications, reminders, etc. My biggest problem is that I can't share my lists with my hubby. I mainly use this for personal use, so I can totally understand that it would only allow for a certain # of people to share with, but... unfortunately no sharing at all. I am back on the hunt : (",neutral
Good,neutral
Needs to be able to add pictures,neutral
Task formation format is good.But the alarm doesn't work at all.kindly guide me.I have tried a lot but nothing happened with alarm,neutral
I'm find this app useful but I'm trying to use it on my desktop? Currently it is not possible. I will adjust this rating once i can,neutral
"Simple to do list. It's ok, but you can't even edit tasks after you add them.",neutral
Good app overall:) 2 Questions. 1st - Is it possible to change the checkoff color to anything else then yellow? (Why would it not be green by default??) 2nd - Why is it not possible to check off the subtasks within the widget?,neutral
"1. Since last update, going from one Sub list to another has become ""jumpy""; it seems to get stuck for a second half way through. 2. When new tasks are added to a sub list, they don't get the 6 dots on the right unless I sort. 3. Cannot select more than one task to delete in one motion. Yes, know I can swipe them, but that has proven not practical for me; call me error-prone, if you must. 4. There is no Feedback function. I imagine there is one hidden somewhere. Why?",neutral
"Quite good app, but recurring tasks which is a basic function doesn't work correctly, thus making the app useless. Even though I impremented all the instructions for Huawei still issue is there.",neutral
I just switched from Wunderlist. Why cant I share my list with my family to add or delete from?,neutral
"overall its a very good app, does the job, great user interface. however facing issues sometimes when tasks marked completed on widgets are again showed as pending.",neutral
Keeps organized but there shouldn't be subs when making a new task,neutral
I want to be able to set so that the week starts from Sunday. Highly inconvenient for I frequently set the reminder wrongly. A day behind. Please upgrade so that the week start from Sunday.,neutral
Good. Would like for completed tasks to automatically move to the bottom,neutral
"why do not work reminders repeated monthly at all? one-time yes, repeated no. what is wrong?",neutral
This is by far the best and complete Todo list app i have come across so far... However the notification and alarm feature doesn't work... Would have gotten a 5 star from me if that had worked. Thank you.,neutral
